Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),distance
39.0,4.2,Cloudy,Jam,2,Meal,scooter,0.0,No,Metropolitian,35,20002.5196693537
33.0,4.0,Windy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,34,20002.5196693537
27.0,4.7,Windy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,17,20002.5196693537
24.0,4.6,Sandstorms,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,30,20002.5196693537
28.0,4.8,Sandstorms,Jam,2,Snack,electric_scooter,0.0,No,Metropolitian,19,20002.5196693537
34.0,4.9,Sandstorms,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,30,20002.5196693537
30.0,5.0,Stormy,Medium,2,Buffet,motorcycle,0.0,No,Urban,21,20002.5196693537
31.0,4.9,Windy,Jam,2,Meal,scooter,1.0,No,Metropolitian,29,20002.519669351972
26.0,4.7,Windy,Low,1,Snack,scooter,1.0,No,Metropolitian,19,20002.519669351972
35.0,4.7,Stormy,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,29,20002.519669351972
31.0,4.6,Fog,Medium,0,Snack,motorcycle,0.0,No,Urban,29,20002.519669351972
21.0,4.5,Stormy,Medium,1,Snack,scooter,0.0,No,Metropolitian,29,20002.519669351972
37.0,4.5,Fog,Low,1,Meal,scooter,1.0,No,Metropolitian,16,20002.519669351972
30.0,4.9,Stormy,Low,2,Snack,scooter,1.0,No,Urban,29,20002.519669351972
20.0,5.0,Fog,Jam,0,Snack,motorcycle,0.0,No,Urban,41,20002.519669351972
31.0,4.3,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Urban,20,20002.519669351972
29.0,4.4,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,24,20002.519669351972
33.0,4.9,Windy,Medium,2,Meal,scooter,1.0,No,Metropolitian,27,20002.519669351972
,,Stormy,Medium,0,Snack,motorcycle,1.0,No,Urban,36,20002.519669351972
38.0,4.7,Sandstorms,Low,2,Snack,electric_scooter,0.0,No,Metropolitian,27,20002.51966934548
39.0,4.9,Fog,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,44,20002.51966934548
36.0,4.7,Cloudy,Low,0,Buffet,motorcycle,2.0,No,Metropolitian,40,20002.51966934548
28.0,5.0,Windy,High,2,Drinks,motorcycle,0.0,No,Metropolitian,10,20002.51966934548
26.0,5.0,Sandstorms,Low,2,Drinks,scooter,1.0,No,Metropolitian,14,20002.51966934548
21.0,5.0,Sunny,Jam,2,Snack,scooter,,No,Metropolitian,15,20002.51966934548
21.0,4.3,Stormy,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,22,20002.51966934548
28.0,3.2,Sunny,Low,2,Meal,motorcycle,2.0,No,Metropolitian,41,20002.51966934548
36.0,4.6,Sunny,Medium,1,Snack,scooter,0.0,No,Urban,20,20002.51966934548
39.0,4.7,Fog,Low,2,Meal,motorcycle,1.0,No,Metropolitian,19,20002.51966934548
27.0,5.0,Sunny,Low,1,Buffet,motorcycle,0.0,No,Urban,29,20002.51966934548
28.0,4.5,Cloudy,High,0,Buffet,motorcycle,1.0,No,Metropolitian,24,20002.519669343306
20.0,4.8,Fog,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,15,20002.519669343306
32.0,4.7,Cloudy,Jam,2,Snack,scooter,1.0,No,Metropolitian,30,20002.519669343306
36.0,4.5,Cloudy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,41,20002.519669343306
24.0,4.9,Sunny,High,1,Snack,motorcycle,1.0,No,Urban,18,20002.519669343306
28.0,4.6,Fog,Medium,2,Snack,electric_scooter,0.0,No,Urban,18,20002.519669343306
37.0,4.8,Sunny,Low,1,Drinks,scooter,1.0,No,Metropolitian,16,20002.519669343306
27.0,4.7,Sandstorms,Jam,1,Meal,scooter,1.0,No,Metropolitian,25,20002.519669343306
39.0,4.8,Cloudy,Low,0,Meal,motorcycle,1.0,No,Urban,20,20002.519669343306
23.0,4.8,Cloudy,Low,1,Meal,scooter,1.0,No,Urban,28,20002.519669343306
33.0,4.9,Sunny,Low,0,Meal,motorcycle,1.0,No,Metropolitian,21,20002.519669343306
29.0,4.9,Windy,Low,2,Meal,scooter,1.0,No,Metropolitian,19,20002.519669343306
27.0,4.9,Sandstorms,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,20,20002.519669343306
28.0,4.7,Windy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,19,20002.519669343284
29.0,4.0,Cloudy,Jam,2,Snack,scooter,1.0,Yes,Metropolitian,42,20002.519669343284
23.0,4.9,Cloudy,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,26,20002.519669343284
26.0,4.9,Cloudy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,42,20002.519669343284
29.0,4.4,Sunny,High,0,Meal,motorcycle,1.0,No,,48,20002.519669343284
34.0,4.8,Sunny,Jam,2,Meal,motorcycle,1.0,No,Urban,17,20002.519669343284
27.0,4.3,Sunny,High,0,Buffet,motorcycle,1.0,Yes,Metropolitian,45,20002.519669343284
38.0,4.7,Fog,Low,1,Snack,motorcycle,1.0,No,Metropolitian,18,20002.519669343284
33.0,5.0,Windy,Medium,2,Snack,motorcycle,1.0,No,Metropolitian,28,20002.519669343284
20.0,4.9,Windy,Medium,1,Buffet,scooter,1.0,No,,22,20002.519669343284
35.0,4.4,Fog,High,1,Buffet,motorcycle,2.0,No,Metropolitian,39,20002.519669343284
22.0,4.8,Fog,Medium,1,Meal,scooter,0.0,No,Urban,13,20002.519669331727
35.0,4.6,Sandstorms,Low,0,Snack,motorcycle,0.0,No,Metropolitian,26,20002.519669331727
38.0,4.9,Windy,Low,1,Meal,motorcycle,1.0,No,Urban,29,20002.519669331727
36.0,4.9,Stormy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,49,20002.519669331727
30.0,4.8,Sandstorms,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,49,20002.519669331727
35.0,4.0,Sunny,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,34,20002.519669331727
35.0,4.9,Sunny,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,11,20002.519669331727
,,Sandstorms,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,42,20002.519669331727
22.0,4.3,Windy,Low,0,Drinks,motorcycle,0.0,No,Urban,27,20002.519669331727
35.0,4.1,Windy,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,33,20002.519669331727
21.0,4.7,Sandstorms,Low,1,Meal,motorcycle,0.0,No,Urban,16,20002.519669331727
35.0,4.3,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Metropolitian,22,20002.519669331727
28.0,4.7,Fog,Low,2,Buffet,electric_scooter,1.0,No,Metropolitian,28,20002.519669282396
39.0,4.8,Sunny,Medium,2,Buffet,electric_scooter,0.0,No,Metropolitian,16,20002.519669282396
25.0,4.2,Sunny,High,0,Buffet,motorcycle,2.0,No,Metropolitian,51,20002.519669282396
35.0,5.0,Cloudy,Medium,1,Meal,scooter,1.0,No,Metropolitian,43,20002.519669282396
35.0,4.9,Stormy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,26,20002.519669282396
23.0,4.8,Sunny,Low,2,Drinks,electric_scooter,1.0,No,Urban,22,20002.519669282396
24.0,4.2,Cloudy,Jam,1,Snack,scooter,1.0,No,Metropolitian,31,20002.519669282396
37.0,4.8,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Metropolitian,29,20002.519669282396
38.0,5.0,Sunny,Jam,1,Snack,scooter,0.0,No,Metropolitian,22,20002.519669282396
35.0,4.0,Cloudy,Jam,2,Drinks,motorcycle,1.0,No,Metropolitian,37,20002.519669282396
26.0,4.1,Windy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,29,20002.519669223744
35.0,4.7,Cloudy,Low,0,Meal,motorcycle,1.0,No,Urban,23,20002.519669223744
25.0,4.9,Sunny,Low,2,Drinks,scooter,0.0,No,Urban,15,20002.519669223744
39.0,4.8,Windy,Jam,0,Drinks,motorcycle,1.0,No,Urban,36,20002.519669223744
,,Sunny,Jam,2,Buffet,scooter,1.0,No,,24,20002.519669223744
27.0,4.8,Fog,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,29,20002.519669223744
31.0,4.5,Windy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,26,20002.519669223744
22.0,4.8,Sunny,Medium,2,Drinks,electric_scooter,1.0,No,Metropolitian,16,20002.519669223744
20.0,4.5,Fog,Low,0,Drinks,motorcycle,1.0,No,Urban,23,20002.519669223744
26.0,4.9,Sandstorms,High,1,Snack,scooter,1.0,No,Metropolitian,15,20002.519669223744
20.0,4.8,Fog,Jam,2,Meal,motorcycle,0.0,No,Metropolitian,35,20002.519669210596
34.0,4.9,Stormy,High,1,Buffet,motorcycle,1.0,No,Metropolitian,32,20002.519669210596
39.0,3.5,Stormy,Jam,2,Buffet,motorcycle,1.0,No,Urban,41,20002.519669210596
20.0,5.0,Cloudy,Low,2,Snack,electric_scooter,1.0,No,Urban,17,20002.519669210596
29.0,4.6,Cloudy,Low,2,Buffet,motorcycle,0.0,No,Metropolitian,14,20002.519669210596
36.0,4.3,Cloudy,Low,2,Meal,scooter,1.0,No,Metropolitian,39,20002.519669210596
25.0,4.8,Windy,Low,1,Snack,motorcycle,1.0,No,Metropolitian,14,20002.519669210596
,,Stormy,Low,2,Buffet,scooter,1.0,No,Metropolitian,22,20002.519669210596
36.0,4.3,Windy,High,2,Meal,motorcycle,1.0,No,Urban,34,20002.519669210596
31.0,4.6,Sandstorms,Low,2,Drinks,motorcycle,1.0,No,Urban,17,20002.519669210596
21.0,4.8,Sandstorms,High,2,Meal,electric_scooter,1.0,No,Metropolitian,17,20002.51966920702
34.0,4.8,Sandstorms,Jam,2,Meal,scooter,1.0,No,Metropolitian,27,20002.51966920702
38.0,4.9,Stormy,Jam,2,Buffet,motorcycle,0.0,No,Urban,31,20002.51966920702
35.0,4.9,Fog,High,2,Drinks,scooter,0.0,No,Metropolitian,30,20002.51966920702
32.0,4.6,Cloudy,Jam,1,Snack,scooter,1.0,No,Urban,46,20002.51966920702
30.0,3.6,Windy,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,39,20002.51966920702
33.0,5.0,Stormy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,26,20002.51966920702
24.0,5.0,Sunny,Jam,1,Snack,scooter,0.0,No,Urban,10,20002.51966920702
34.0,4.6,Windy,Medium,1,Meal,motorcycle,0.0,No,Metropolitian,29,20002.51966920702
39.0,4.0,Fog,Jam,1,Drinks,scooter,1.0,No,Metropolitian,39,20002.51966920702
24.0,4.5,Fog,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,27,20002.51966920702
22.0,4.8,Sandstorms,Jam,1,Snack,scooter,1.0,No,Metropolitian,17,20002.519669203335
20.0,4.7,Fog,Jam,2,Snack,scooter,1.0,No,Urban,34,20002.519669203335
32.0,4.8,Windy,High,0,Snack,motorcycle,1.0,No,Metropolitian,30,20002.519669203335
37.0,4.7,Sunny,Jam,1,Drinks,scooter,0.0,No,,24,20002.519669203335
20.0,4.9,Stormy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,27,20002.519669203335
27.0,4.8,Sandstorms,Medium,2,Buffet,scooter,1.0,No,Metropolitian,25,20002.519669203335
27.0,4.8,Sunny,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,11,20002.519669203335
37.0,3.6,Sandstorms,Medium,1,Snack,scooter,1.0,No,Metropolitian,36,20002.519669203335
35.0,5.0,Stormy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,36,20002.519669203335
27.0,4.9,Cloudy,Medium,0,Drinks,motorcycle,1.0,Yes,Metropolitian,44,20002.519669203335
37.0,4.7,Fog,Low,0,Snack,motorcycle,0.0,No,Urban,27,20002.519669203335
31.0,4.6,Sandstorms,Low,1,Buffet,motorcycle,1.0,No,Urban,18,20002.519669203335
33.0,4.6,Sunny,Jam,1,Drinks,scooter,1.0,No,Metropolitian,19,20002.519669203335
32.0,4.8,Sunny,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,38,20002.519669203335
33.0,4.4,Sandstorms,Jam,0,Buffet,motorcycle,0.0,Yes,Metropolitian,43,20002.519669203335
31.0,5.0,Sunny,Medium,2,Drinks,scooter,1.0,No,Metropolitian,16,20002.519669203124
36.0,4.8,Fog,Medium,2,Drinks,motorcycle,1.0,No,Metropolitian,43,20002.519669203124
,,Cloudy,Low,2,Meal,electric_scooter,,No,Metropolitian,32,20002.519669203124
31.0,4.9,Sunny,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,25,20002.519669203124
21.0,4.5,Fog,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,19,20002.519669203124
25.0,4.5,Sandstorms,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,17,20002.519669203124
,,Cloudy,Jam,0,Snack,motorcycle,1.0,No,Semi-Urban,54,20002.519669203124
32.0,4.5,Sunny,Low,1,Buffet,motorcycle,0.0,No,,15,20002.519669203124
28.0,4.6,Windy,Low,0,Snack,motorcycle,1.0,No,Urban,15,20002.519669203124
22.0,4.6,Sunny,Low,0,Snack,motorcycle,1.0,No,Metropolitian,23,20002.519669203124
24.0,5.0,Sandstorms,Jam,1,Drinks,scooter,1.0,No,Metropolitian,24,20002.519669203124
26.0,4.3,Cloudy,Medium,1,Meal,motorcycle,0.0,No,Metropolitian,35,20002.519669203124
22.0,4.6,Cloudy,Jam,0,Snack,motorcycle,1.0,No,Urban,20,20002.519669203124
36.0,4.8,Sandstorms,Jam,1,Buffet,scooter,0.0,No,Metropolitian,27,20002.519669201218
39.0,4.8,Fog,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,49,20002.519669201218
28.0,4.8,Cloudy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,37,20002.519669201218
38.0,4.6,Sandstorms,Medium,2,Buffet,electric_scooter,1.0,No,Metropolitian,27,20002.519669201218
34.0,4.8,Cloudy,Jam,1,Meal,motorcycle,2.0,No,Metropolitian,45,20002.519669201218
35.0,4.8,Cloudy,Low,2,Drinks,scooter,1.0,No,Urban,15,20002.519669201218
20.0,4.8,Fog,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,23,20002.519669201218
33.0,4.5,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Urban,25,20002.519669201218
38.0,4.9,Sunny,Jam,1,Drinks,scooter,0.0,No,Urban,16,20002.519669201218
27.0,4.6,Windy,Low,1,Snack,scooter,0.0,No,Metropolitian,11,20002.519669201218
28.0,4.8,Cloudy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,38,20002.519669201218
25.0,4.7,Cloudy,Jam,2,Drinks,scooter,1.0,No,,29,20002.519669201218
39.0,4.9,Sunny,Jam,1,Snack,scooter,1.0,No,Metropolitian,19,20002.519669201218
27.0,4.6,Cloudy,High,1,Drinks,scooter,1.0,No,Metropolitian,29,20002.519669201218
22.0,4.7,Windy,Low,2,Meal,scooter,0.0,No,Metropolitian,17,20002.51966919393
26.0,4.9,Sandstorms,Low,2,Buffet,electric_scooter,0.0,No,,17,20002.51966919393
30.0,4.8,Cloudy,Low,2,Drinks,scooter,0.0,No,Urban,15,20002.51966919393
22.0,4.6,Windy,Jam,2,Snack,scooter,1.0,No,Metropolitian,21,20002.51966919393
39.0,4.7,Cloudy,Medium,2,Buffet,motorcycle,0.0,No,Urban,19,20002.51966919393
27.0,4.6,Windy,Low,2,Meal,scooter,0.0,No,Urban,12,20002.51966919393
24.0,4.7,Cloudy,Medium,1,Drinks,scooter,1.0,No,Metropolitian,14,20002.51966919393
23.0,4.9,Windy,Low,1,Buffet,scooter,1.0,No,Urban,11,20002.51966919393
31.0,4.1,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Metropolitian,26,20002.51966919393
38.0,4.3,Stormy,Low,0,Snack,motorcycle,1.0,No,Urban,27,20002.51966919393
27.0,2.5,Sunny,Low,1,Meal,scooter,0.0,No,Metropolitian,39,20002.51966919393
31.0,4.0,Stormy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,46,20002.51966919393
22.0,4.8,Cloudy,Low,2,Buffet,motorcycle,0.0,No,Metropolitian,13,20002.51966919393
30.0,4.5,Sandstorms,Low,2,Snack,scooter,0.0,No,Metropolitian,21,20002.519669192097
20.0,4.7,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Metropolitian,22,20002.519669192097
34.0,4.7,Cloudy,High,1,Snack,scooter,1.0,No,Metropolitian,27,20002.519669192097
31.0,4.7,Windy,Low,1,Drinks,scooter,1.0,No,Metropolitian,24,20002.519669192097
27.0,4.9,Sunny,Jam,2,Meal,scooter,0.0,No,,10,20002.519669192097
39.0,4.2,Sunny,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,42,20002.519669192097
27.0,4.8,Fog,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,28,20002.519669192097
25.0,4.6,Stormy,High,0,Drinks,motorcycle,1.0,No,Urban,27,20002.519669192097
38.0,4.5,Sunny,Low,0,Snack,motorcycle,1.0,No,Metropolitian,23,20002.519669192097
35.0,4.9,Sunny,Low,2,Meal,motorcycle,0.0,No,Urban,10,20002.519669192097
21.0,4.9,Stormy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,22,20002.51966918444
26.0,5.0,Cloudy,Medium,1,Buffet,motorcycle,1.0,No,Urban,16,20002.51966918444
,,,,3,Drinks,bicycle,1.0,No,Urban,19,20002.51966918444
31.0,4.7,Fog,High,2,Drinks,electric_scooter,,No,Metropolitian,29,20002.51966918444
28.0,4.4,Fog,Jam,1,Snack,motorcycle,2.0,No,Metropolitian,33,20002.51966918444
23.0,4.5,Sandstorms,Medium,0,Buffet,motorcycle,0.0,No,Urban,18,20002.51966918444
38.0,3.7,Windy,Jam,2,Drinks,scooter,0.0,No,Urban,37,20002.51966918444
28.0,4.9,Stormy,Jam,0,Meal,motorcycle,1.0,No,Urban,28,20002.51966918444
38.0,4.7,Windy,Jam,2,Snack,motorcycle,1.0,No,Urban,28,20002.51966918444
26.0,4.8,Windy,High,1,Meal,motorcycle,0.0,No,Metropolitian,27,20002.51966918444
29.0,5.0,Sandstorms,Low,2,Buffet,scooter,0.0,No,Urban,16,20002.51966918444
,,,,2,Meal,motorcycle,1.0,No,Urban,12,20002.519669183665
38.0,4.8,Fog,Jam,0,Drinks,motorcycle,1.0,No,Urban,28,20002.519669183665
33.0,4.8,Stormy,Jam,1,Snack,scooter,1.0,No,Metropolitian,31,20002.519669183665
23.0,4.6,Stormy,Low,1,Drinks,motorcycle,1.0,No,Urban,19,20002.519669183665
26.0,4.5,Cloudy,Jam,2,Drinks,electric_scooter,0.0,No,Metropolitian,27,20002.519669183665
34.0,5.0,Windy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,26,20002.519669183665
26.0,4.6,Sandstorms,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,23,20002.519669183665
25.0,5.0,Fog,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,30,20002.519669183665
28.0,4.5,Sunny,Medium,1,Meal,scooter,1.0,No,Urban,15,20002.519669183665
27.0,4.7,Cloudy,Medium,1,Meal,motorcycle,0.0,No,Urban,10,20002.519669183665
24.0,4.7,Stormy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,31,20002.519669183665
32.0,4.9,Fog,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,28,20002.519669183665
26.0,4.8,Windy,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,12,20002.519669183665
28.0,4.7,Windy,Medium,0,Buffet,motorcycle,2.0,No,Metropolitian,38,20002.519669183665
33.0,4.6,Stormy,Low,2,Meal,electric_scooter,1.0,No,Metropolitian,26,20002.519669182562
28.0,4.8,Windy,Low,2,Buffet,scooter,1.0,No,Metropolitian,19,20002.519669182562
30.0,4.7,Windy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,27,20002.519669182562
31.0,4.8,Sandstorms,Low,1,Meal,scooter,1.0,No,Metropolitian,17,20002.519669182562
33.0,4.6,Sunny,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,27,20002.519669182562
27.0,4.4,Windy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,20,20002.519669182562
28.0,5.0,Fog,Medium,2,Meal,scooter,0.0,No,Metropolitian,30,20002.519669182562
38.0,4.0,Fog,Jam,1,Meal,scooter,2.0,No,Metropolitian,46,20002.519669182562
37.0,4.9,Stormy,Low,2,Buffet,scooter,1.0,No,Metropolitian,27,20002.519669182562
28.0,4.6,Fog,Low,2,Snack,scooter,1.0,No,Urban,12,20002.519669182562
21.0,4.9,Fog,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,43,20002.519669182562
31.0,4.8,Sandstorms,Medium,2,Drinks,scooter,1.0,No,Metropolitian,32,20002.519669182562
29.0,4.8,Sandstorms,Medium,1,Buffet,motorcycle,1.0,No,Urban,26,20002.519669182562
25.0,4.3,Stormy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,22,20002.51966917712
39.0,4.6,Cloudy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,37,20002.51966917712
,,,,3,Snack,bicycle,1.0,No,Urban,25,20002.51966917712
39.0,5.0,Fog,Low,0,Snack,motorcycle,1.0,No,Metropolitian,39,20002.51966917712
25.0,4.9,Sandstorms,Medium,1,Snack,scooter,0.0,No,Urban,23,20002.51966917712
24.0,5.0,Sandstorms,Jam,1,Meal,scooter,1.0,No,Metropolitian,28,20002.51966917712
30.0,4.3,Sandstorms,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,36,20002.51966917712
38.0,4.7,Windy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,27,20002.51966917712
20.0,4.9,Fog,Low,1,Drinks,scooter,1.0,No,Urban,14,20002.51966917712
21.0,4.0,Fog,High,1,Meal,scooter,1.0,No,Urban,34,20002.51966917712
36.0,4.7,Windy,Low,1,Buffet,scooter,0.0,No,Metropolitian,21,20002.51966917712
36.0,4.2,Cloudy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,41,20002.519669176814
34.0,4.8,Sandstorms,Low,1,Drinks,scooter,1.0,No,Metropolitian,26,20002.519669176814
30.0,4.9,Sandstorms,High,2,Meal,motorcycle,0.0,No,Metropolitian,27,20002.519669176814
23.0,4.3,Cloudy,Medium,2,Snack,scooter,1.0,No,Urban,35,20002.519669176814
20.0,4.9,Windy,Jam,1,Drinks,scooter,1.0,No,Urban,29,20002.519669176814
33.0,4.1,Fog,Low,2,Snack,motorcycle,1.0,No,Metropolitian,37,20002.519669176814
39.0,4.0,Fog,Medium,1,Meal,motorcycle,2.0,No,Metropolitian,32,20002.519669176814
29.0,4.6,Sandstorms,High,1,Meal,scooter,1.0,No,Metropolitian,18,20002.519669176814
20.0,4.7,Sandstorms,Low,1,Drinks,motorcycle,1.0,No,Urban,19,20002.519669176814
23.0,4.9,Sandstorms,Medium,1,Snack,scooter,1.0,No,Metropolitian,17,20002.519669176814
21.0,4.8,Fog,Low,0,Snack,motorcycle,0.0,No,Urban,20,20002.519669176814
29.0,4.5,Fog,Low,1,Drinks,scooter,,No,Metropolitian,15,20002.519669176814
20.0,4.4,Windy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,24,20002.519669116737
27.0,4.7,Fog,Jam,1,Snack,scooter,1.0,No,,29,20002.519669116737
24.0,4.8,Windy,High,2,Drinks,motorcycle,1.0,No,Metropolitian,25,20002.519669116737
27.0,4.7,Cloudy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,16,20002.519669116737
35.0,4.4,Sandstorms,Jam,2,Snack,scooter,3.0,No,Metropolitian,43,20002.519669116737
31.0,4.9,Sandstorms,Low,2,Meal,electric_scooter,0.0,No,Metropolitian,21,20002.519669116737
30.0,4.6,Windy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,40,20002.519669116737
34.0,3.9,Sandstorms,Jam,2,Drinks,scooter,0.0,No,Urban,31,20002.519669116737
31.0,4.9,Sunny,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,30,20002.519669116737
28.0,4.6,Sandstorms,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,28,20002.519669116737
29.0,4.7,Fog,High,2,Snack,motorcycle,0.0,No,,27,20002.519669116737
29.0,4.6,Sandstorms,Jam,1,Drinks,scooter,1.0,No,Metropolitian,19,20002.519669116737
22.0,4.9,Windy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,18,20002.519669085857
,,Windy,Low,2,Buffet,scooter,0.0,No,Metropolitian,14,20002.519669085857
,,Stormy,Medium,1,Buffet,scooter,1.0,No,Urban,21,20002.519669085857
25.0,4.6,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,18,20002.519669085857
24.0,4.9,Sandstorms,Low,2,Meal,scooter,0.0,No,Metropolitian,16,20002.519669085857
35.0,4.9,Cloudy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,40,20002.519669085857
35.0,4.9,Fog,Low,2,Buffet,electric_scooter,1.0,No,Metropolitian,17,20002.519669085857
39.0,5.0,Fog,Low,2,Snack,scooter,0.0,No,Metropolitian,18,20002.519669085857
30.0,4.9,Sunny,Medium,0,Buffet,motorcycle,0.0,No,Urban,22,20002.519669085857
20.0,4.8,Sunny,Jam,2,Buffet,scooter,1.0,No,Urban,16,20002.519669085857
20.0,4.7,Sandstorms,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,29,20002.519669085857
35.0,4.8,Sunny,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,22,20002.519669085857
29.0,4.6,Fog,Medium,1,Buffet,scooter,1.0,No,Metropolitian,29,20002.51966907452
36.0,4.6,Sunny,High,1,Meal,motorcycle,1.0,No,Metropolitian,21,20002.51966907452
29.0,4.8,Stormy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,19,20002.51966907452
35.0,4.7,Fog,Medium,0,Snack,motorcycle,2.0,No,Metropolitian,37,20002.51966907452
,,Sandstorms,Medium,2,Buffet,motorcycle,1.0,No,Metropolitian,33,20002.51966907452
28.0,4.5,Windy,Jam,1,Snack,scooter,0.0,No,Urban,15,20002.51966907452
20.0,4.6,Sandstorms,Jam,1,Snack,scooter,1.0,No,Metropolitian,16,20002.51966907452
33.0,4.9,Stormy,Low,2,Snack,motorcycle,1.0,No,Metropolitian,22,20002.51966907452
29.0,4.7,Fog,Low,1,Buffet,scooter,1.0,No,,19,20002.51966907452
,,Sunny,Medium,2,Buffet,electric_scooter,1.0,No,Urban,18,20002.51966907452
37.0,4.5,Fog,Low,1,Snack,scooter,1.0,No,Metropolitian,31,20002.51966907452
27.0,4.9,Stormy,Low,2,Snack,electric_scooter,0.0,No,Metropolitian,12,20002.519669070687
32.0,4.9,Sandstorms,Low,2,Meal,scooter,1.0,No,Urban,20,20002.519669070687
,,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,18,20002.519669070687
29.0,4.9,Fog,High,2,Buffet,electric_scooter,1.0,No,Metropolitian,24,20002.519669070687
33.0,4.1,Stormy,Jam,2,Snack,scooter,1.0,No,Metropolitian,33,20002.519669070687
32.0,4.8,Fog,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,42,20002.519669070687
36.0,4.7,Fog,Low,0,Snack,motorcycle,1.0,No,Urban,23,20002.519669070687
39.0,4.8,Stormy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,21,20002.519669070687
27.0,3.9,Sunny,High,0,Meal,motorcycle,3.0,No,Metropolitian,44,20002.519669070687
